2.443414514426635709e+00 -2.230072713534704487e+00 1.000000000000000000e+00
8.236653234401390966e-01 -1.142226736599510240e+00 1.000000000000000000e+00
5.971124439165648168e-01 -8.961441769178388750e-01 1.000000000000000000e+00
1.741359522490884881e+00 -2.207227742567924311e-01 1.000000000000000000e+00
1.920952730852257595e+00 2.808063205989996813e-01 1.000000000000000000e+00
1.580333769075377370e+00 1.143827182181842428e-01 1.000000000000000000e+00
1.215605857540628110e+00 -1.777873357476819072e-01 1.000000000000000000e+00
-2.903367399534935167e-01 -1.771171143928402802e+00 1.000000000000000000e+00
4.591591332026403460e-01 9.099886943861112965e-01 1.000000000000000000e+00
8.368408945125325182e-01 -1.814617371583768790e+00 1.000000000000000000e+00
5.439013072054954545e-02 -2.097702409790736855e+00 1.000000000000000000e+00
1.082640620745776827e+00 -6.591595714807013673e-01 1.000000000000000000e+00
-2.239423301284420020e-01 -7.232225548546125093e-01 1.000000000000000000e+00
1.662387331622156239e+00 -9.313633877107329040e-01 1.000000000000000000e+00
1.861050083618047246e+00 -2.757849348375308818e+00 1.000000000000000000e+00
1.645720413421701611e+00 -1.310969528529247974e+00 1.000000000000000000e+00
1.328179763508758882e+00 -2.513204351285425187e-02 1.000000000000000000e+00
8.159036029249103761e-01 -1.282293332337387515e-01 1.000000000000000000e+00
1.597482875969044258e+00 -1.408779747623779111e+00 1.000000000000000000e+00
1.757907777481467981e+00 -3.110571218544627703e-01 1.000000000000000000e+00
3.093216878492371258e+00 1.633636167068902356e+00 1.000000000000000000e+00
6.054429490343204989e-01 -9.563168829889127087e-01 1.000000000000000000e+00
-7.552922016794827442e-01 -7.137107954484996908e-01 1.000000000000000000e+00
9.506589417484676563e-01 -2.169528538222119884e+00 1.000000000000000000e+00
1.596490031407037380e-01 -3.261608309411683670e+00 1.000000000000000000e+00
-1.430971444420641170e-01 -2.672496413992362818e+00 1.000000000000000000e+00
1.496151807366806974e+00 -3.634801760558590278e+00 1.000000000000000000e+00
8.455862084153481506e-01 -1.323293603380387262e+00 1.000000000000000000e+00
-1.881464967837347402e-01 -9.885529042768640418e-01 1.000000000000000000e+00
8.241016545258150749e-01 3.694148277852278284e-01 1.000000000000000000e+00
1.671037520551493349e+00 -1.580410231976976609e+00 1.000000000000000000e+00
-4.353409935687129195e-01 -1.696055498576920950e+00 1.000000000000000000e+00
2.537011194393358204e-01 -2.665256224422698494e-01 1.000000000000000000e+00
5.667906938941260631e-01 -3.708469629060615613e-01 1.000000000000000000e+00
-1.157470850116825378e+00 -1.179381768941920816e+00 1.000000000000000000e+00
